(158.3573760986328,37.19309616088867),(143.67710876464844,35.5675163269043)
(158.31564331054688,37.6943473815918),(143.56871032714844,36.8693962097168)
(158.3012237548828,38.1971321105957),(143.53123474121094,38.17525100708008)
(158.31414794921875,38.699951171875),(143.5648193359375,39.48120880126953)
(158.3544158935547,39.201316833496094),(143.6693878173828,40.78339767456055)
(158.42185974121094,39.699764251708984),(143.84458923339844,42.07798767089844)
(158.51634216308594,40.19379806518555),(144.08993530273438,43.36112976074219)
(158.63751220703125,40.681968688964844),(144.40467834472656,44.62903594970703)
(158.78506469726562,41.16282653808594),(144.78790283203125,45.877952575683594)
(158.9585418701172,41.63494873046875),(145.23846435546875,47.104183197021484)
(159.1574249267578,42.09694290161133),(145.75503540039062,48.304100036621094)
(159.3811492919922,42.54743576049805),(146.33609008789062,49.474151611328125)
(159.62904357910156,42.98509979248047),(146.97991943359375,50.61088562011719)
(159.90032958984375,43.40863800048828),(147.6845703125,51.71092224121094)
(160.40101623535156,44.12548828125),(148.30055236816406,52.59495544433594)
(160.9744415283203,44.94474792480469),(148.8739776611328,53.414215087890625)
(161.57066345214844,45.79709243774414),(149.43307495117188,54.2132453918457)
(162.3685302734375,47.010921478271484),(149.82891845703125,54.81545639038086)
(163.1053009033203,48.26278305053711),(150.1944580078125,55.43653869628906)
(163.7791290283203,49.54961013793945),(150.52874755859375,56.07496643066406)
(164.38839721679688,50.86823272705078),(150.83102416992188,56.72917175292969)
(164.93157958984375,52.215423583984375),(151.1005096435547,57.397552490234375)
(165.4073486328125,53.587867736816406),(151.3365478515625,58.078453063964844)
(165.8145751953125,54.98219299316406),(151.53858947753906,58.77021789550781)
(166.15220642089844,56.39498519897461),(151.7061004638672,59.47114181518555)
(166.41944885253906,57.82276153564453),(151.83868408203125,60.17949676513672)
(166.61563110351562,59.26203155517578),(151.93601989746094,60.893558502197266)
(166.74024963378906,60.70924758911133),(151.9978485107422,61.61155700683594)
(166.7930450439453,62.160865783691406),(152.02403259277344,62.331748962402344)
(166.66297912597656,64.47813415527344),(152.02395629882812,62.515506744384766)
(166.09835815429688,67.00068664550781),(152.01954650878906,62.5352668762207)
(165.10586547851562,69.38754272460938),(152.01177978515625,62.55397415161133)
(163.71542358398438,71.56672668457031),(152.00086975097656,62.5710563659668)
(161.968994140625,73.47251892089844),(151.9871826171875,62.58599090576172)
(159.91920471191406,75.04747009277344),(151.9711151123047,62.59833526611328)
(157.6278533935547,76.24407958984375),(151.95315551757812,62.607704162597656)
(155.1640625,77.02628326416016),(151.93385314941406,62.61383819580078)
(152.60211181640625,77.3704833984375),(151.9137725830078,62.61653518676758)
(150.2628936767578,77.29625701904297),(151.7428741455078,62.600589752197266)
(149.26792907714844,77.19605255126953),(150.74790954589844,62.50038528442383)
(148.27296447753906,77.09585571289062),(149.75294494628906,62.40018844604492)
(147.27798461914062,76.99565124511719),(148.75796508789062,62.299983978271484)
(146.28302001953125,76.89544677734375),(147.76300048828125,62.19977951049805)
(145.28805541992188,76.79524993896484),(146.76803588867188,62.09958267211914)
(144.2930908203125,76.6950454711914),(145.7730712890625,61.9993782043457)
(143.29812622070312,76.59484100341797),(144.77810668945312,61.899173736572266)
(142.30316162109375,76.49463653564453),(143.78314208984375,61.79896926879883)
(141.3081817626953,76.39443969726562),(142.7881622314453,61.69877243041992)
(140.31321716308594,76.29423522949219),(141.79319763183594,61.598567962646484)
(139.31825256347656,76.19403076171875),(140.79823303222656,61.49836349487305)
(138.3232879638672,76.09383392333984),(139.8032684326172,61.39816665649414)
(137.3283233642578,75.9936294555664),(138.8083038330078,61.2979621887207)
(136.33335876464844,75.89342498779297),(137.81333923339844,61.197757720947266)
(135.33837890625,75.79322814941406),(136.818359375,61.09756088256836)
(134.34341430664062,75.69302368164062),(135.82339477539062,60.99735641479492)
(133.34844970703125,75.59281921386719),(134.82843017578125,60.897151947021484)
(132.35348510742188,75.49261474609375),(133.83346557617188,60.79694747924805)
(131.3585205078125,75.39241790771484),(132.8385009765625,60.69675064086914)
(130.36355590820312,75.2922134399414),(131.84353637695312,60.5965461730957)
(129.36859130859375,75.19200897216797),(130.84857177734375,60.496341705322266)
(128.3736114501953,75.09181213378906),(129.8535919189453,60.39614486694336)
(127.37864685058594,74.99160766601562),(128.85862731933594,60.29594039916992)
(126.38368225097656,74.89140319824219),(127.86366271972656,60.195735931396484)
(125.38871765136719,74.79120635986328),(126.86869812011719,60.09553909301758)
(124.39374542236328,74.69100189208984),(125.87372589111328,59.99533462524414)
(123.3987808227539,74.5907974243164),(124.8787612915039,59.8951301574707)
(122.40381622314453,74.49059295654297),(123.88379669189453,59.794925689697266)
(121.40884399414062,74.39039611816406),(122.88882446289062,59.69472885131836)
(120.41387939453125,74.29019165039062),(121.89385986328125,59.59452438354492)
(119.41891479492188,74.18998718261719),(120.89889526367188,59.494319915771484)
(118.4239501953125,74.08979034423828),(119.9039306640625,59.39412307739258)
(117.4289779663086,73.98958587646484),(118.9089584350586,59.29391860961914)
(116.43400573730469,73.8893814086914),(117.91398620605469,59.1937141418457)
(115.43904113769531,73.7891845703125),(116.91902160644531,59.0935173034668)
(114.44407653808594,73.68898010253906),(115.92405700683594,58.99331283569336)
(113.44911193847656,73.58877563476562),(114.92909240722656,58.89310836791992)
(112.45414733886719,73.48857116699219),(113.93412780761719,58.792903900146484)
(111.45917510986328,73.38837432861328),(112.93915557861328,58.69270706176758)
(110.4642105102539,73.28816986083984),(111.9441909790039,58.59250259399414)
(109.46923828125,73.1879653930664),(110.94921875,58.4922981262207)
(108.47427368164062,73.0877685546875),(109.95425415039062,58.3921012878418)
(107.47930908203125,72.98756408691406),(108.95928955078125,58.29189682006836)
(106.48434448242188,72.88735961914062),(107.96432495117188,58.19169235229492)
(105.48937225341797,72.78715515136719),(106.96935272216797,58.091487884521484)
(104.4944076538086,72.68695831298828),(105.9743881225586,57.99129104614258)
(103.49943542480469,72.58675384521484),(104.97941589355469,57.89108657836914)
(102.48224639892578,72.48384094238281),(103.99822998046875,57.791847229003906)
(101.42582702636719,72.3711929321289),(103.04215240478516,57.68989944458008)
(100.37019348144531,72.25131225585938),(102.0867919921875,57.58140563964844)
(99.31541442871094,72.12422943115234),(101.13219451904297,57.466392517089844)
(98.26152038574219,71.98995971679688),(100.17840576171875,57.344871520996094)
(97.20857238769531,71.84848022460938),(99.22547912597656,57.216835021972656)
(96.1566162109375,71.6998062133789),(98.2734375,57.08228302001953)
(95.10569763183594,71.5439453125),(97.32234191894531,56.94123077392578)
(94.05587005615234,71.38092041015625),(96.37223052978516,56.79368591308594)
(93.0071792602539,71.2107162475586),(95.42314910888672,56.639652252197266)
(91.95968627929688,71.0333480834961),(94.47515106201172,56.4791259765625)
(90.91341400146484,70.84883117675781),(93.52825927734375,56.31214141845703)
(89.8684310913086,70.65718841552734),(92.58253479003906,56.13869857788086)
(88.82478332519531,70.45838928222656),(91.63802337646484,55.958778381347656)
(87.78252410888672,70.25247192382812),(90.69476318359375,55.77242660522461)
(86.74168395996094,70.0394287109375),(89.75279235839844,55.579612731933594)
(85.70233154296875,69.81929779052734),(88.81216430664062,55.38039779663086)
(84.66450500488281,69.59204864501953),(87.87290954589844,55.17472839355469)
(83.62825775146484,69.35773468017578),(86.93508911132812,54.962677001953125)
(82.59363555908203,69.1163330078125),(85.99874114990234,54.74420166015625)
(81.56068420410156,68.86786651611328),(85.06391143798828,54.51933670043945)
(80.52946472167969,68.61236572265625),(84.1306381225586,54.28810119628906)
(79.49999237060547,68.34980773925781),(83.1989517211914,54.05048370361328)
(78.47235870361328,68.08023071289062),(82.26892852783203,53.806514739990234)
(77.44658660888672,67.80363464355469),(81.34059143066406,53.55619430541992)
(76.42272186279297,67.52003479003906),(80.41397857666016,53.299530029296875)
(75.40082550048828,67.22945404052734),(79.48914337158203,53.03655242919922)
(74.38092803955078,66.93190002441406),(78.56612396240234,52.76725769042969)
(73.36309814453125,66.62737274169922),(77.64497375488281,52.49165344238281)
(72.34736633300781,66.31590270996094),(76.72572326660156,52.209774017333984)
(71.33378601074219,65.99750518798828),(75.80841827392578,51.92161560058594)
(70.37286376953125,65.69110870361328),(74.86074829101562,51.619441986083984)
(69.4201431274414,65.38725280761719),(73.90802764892578,51.31558609008789)
(68.3836898803711,65.05440521240234),(73.00782775878906,51.02692413330078)
(67.20596313476562,64.64852905273438),(72.20574188232422,50.75050354003906)
(66.0395736694336,64.21112060546875),(71.411376953125,50.45261001586914)
(64.8853759765625,63.742496490478516),(70.62532043457031,50.133453369140625)
(63.74419403076172,63.242984771728516),(69.8481216430664,49.79326248168945)
(62.61686706542969,62.71297073364258),(69.08035278320312,49.43230056762695)
(61.50420379638672,62.1528205871582),(68.32258605957031,49.050811767578125)
(60.40700912475586,61.56294250488281),(67.57534790039062,48.649078369140625)
(59.32607650756836,60.94376754760742),(66.83917999267578,48.227394104003906)
(58.26219177246094,60.295738220214844),(66.11463165283203,47.78605651855469)
(57.21612548828125,59.619327545166016),(65.40221405029297,47.32539367675781)
(56.18862533569336,58.91502380371094),(64.70243835449219,46.84572982788086)
(55.180450439453125,58.18334197998047),(64.01582336425781,46.34741973876953)
(54.19231414794922,57.424800872802734),(63.342857360839844,45.83081817626953)
(53.22494125366211,56.639957427978516),(62.68403625488281,45.29631042480469)
(52.27902603149414,55.82938003540039),(62.039825439453125,44.744266510009766)
(51.35525894165039,54.99364471435547),(61.41069793701172,44.17509460449219)
(50.45430374145508,54.13336944580078),(60.7971076965332,43.58920669555664)
(49.576820373535156,53.249168395996094),(60.199501037597656,42.987030029296875)
(48.72343826293945,52.34169006347656),(59.618309020996094,42.36899185180664)
(47.894771575927734,51.41157913208008),(59.053951263427734,41.73554611206055)
(47.0914192199707,50.45951461791992),(58.506832122802734,41.0871467590332)
(46.31397247314453,49.48618698120117),(57.97735595703125,40.42427062988281)
(45.56298828125,48.49230194091797),(57.465904235839844,39.74738693237305)
(44.83900451660156,47.478572845458984),(56.97283935546875,39.0569953918457)
(44.21217727661133,46.55963134765625),(56.448692321777344,38.28795623779297)
(43.623497009277344,45.68301773071289),(55.910430908203125,37.48642349243164)
(43.040199279785156,44.80281066894531),(55.37709045410156,36.681602478027344)
(42.46230697631836,43.9190559387207),(54.848690032958984,35.87353515625)
(41.889835357666016,43.031776428222656),(54.32524871826172,35.06224822998047)
(41.32279968261719,42.141014099121094),(53.8067741394043,34.247772216796875)
(40.761234283447266,41.246788024902344),(53.29330825805664,33.430137634277344)
(40.20515441894531,40.34914016723633),(52.78485107421875,32.609371185302734)
(39.65458297729492,39.44810104370117),(52.281436920166016,31.78550148010254)
(39.10953140258789,38.54372024536133),(51.7830696105957,30.958576202392578)
(38.570030212402344,37.63601303100586),(51.28977584838867,30.128612518310547)
(38.036102294921875,36.725013732910156),(50.80157470703125,29.295639038085938)
(37.50776672363281,35.81076431274414),(50.31848907470703,28.459692001342773)
(36.98503875732422,34.89330291748047),(49.84052658081055,27.620800018310547)
(36.46792984008789,33.97265625),(49.367706298828125,26.779006958007812)
(35.956459045410156,33.04885482788086),(48.90004348754883,25.934326171875)
(35.45066452026367,32.1219482421875),(48.43756866455078,25.086807250976562)
(34.95055389404297,31.191957473754883),(47.98029327392578,24.236467361450195)
(34.45615005493164,30.258920669555664),(47.528228759765625,23.38334083557129)
(33.96746826171875,29.322877883911133),(47.08140182495117,22.527467727661133)
(33.48453140258789,28.383853912353516),(46.639827728271484,21.668869018554688)
(33.0073356628418,27.44189453125),(46.20349884033203,20.807579040527344)
(32.53593826293945,26.497028350830078),(45.77247619628906,19.94363784790039)
(32.0703239440918,25.549299240112305),(45.346744537353516,19.07707977294922)
(31.61051368713379,24.598737716674805),(44.92631530761719,18.207931518554688)
(31.16010093688965,23.653045654296875),(44.508934020996094,17.33152961730957)
(30.73210334777832,22.749263763427734),(44.080936431884766,16.42774772644043)
(30.304105758666992,21.84548568725586),(43.65293884277344,15.523969650268555)
(29.876108169555664,20.94170379638672),(43.22494125366211,14.620187759399414)
(29.4481143951416,20.037925720214844),(42.79694747924805,13.716409683227539)
(29.020116806030273,19.134143829345703),(42.36894989013672,12.812627792358398)
(28.592119216918945,18.230365753173828),(41.94095230102539,11.908849716186523)
